date,type,description,key,source_module,observed_from,close_time,status
2006-12-26,CLOSED,Boxing Day,uk_boxing_day,module:uk_boxing_day,,,CONFIRMED
2006-12-29,EARLY_CLOSE,New Year's Eve (Early Close) (31 December 2006 is a Sunday; half day observed the preceding Friday),gb_lse_new_years_eve_early_close_shifted,module:gb_lse_early_closes,,12:30,CONFIRMED
2007-01-01,CLOSED,New Year's Day,uk_new_years_day,module:uk_new_years_day,,,CONFIRMED
2007-04-06,CLOSED,Good Friday,good_friday,module:uk_good_friday,,,CONFIRMED
2007-04-09,CLOSED,Easter Monday,easter_monday,module:uk_easter_monday,,,CONFIRMED
2007-05-07,CLOSED,Early May Bank Holiday,uk_early_may_bank_holiday,module:uk_early_may_bank_holiday,,,CONFIRMED
2007-05-28,CLOSED,Spring Bank Holiday,uk_spring_bank_holiday,module:uk_spring_bank_holiday,,,CONFIRMED
2007-08-27,CLOSED,Summer Bank Holiday,uk_summer_bank_holiday,module:uk_summer_bank_holiday,,,CONFIRMED
2007-12-24,EARLY_CLOSE,Christmas Eve (Early Close),gb_lse_christmas_eve_early_close,module:gb_lse_early_closes,,12:30,CONFIRMED
2007-12-25,CLOSED,Christmas Day,uk_christmas_day,module:uk_christmas_day,,,CONFIRMED
2007-12-26,CLOSED,Boxing Day,uk_boxing_day,module:uk_boxing_day,,,CONFIRMED
2007-12-31,EARLY_CLOSE,New Year's Eve (Early Close),gb_lse_new_years_eve_early_close,module:gb_lse_early_closes,,12:30,CONFIRMED
2008-01-01,CLOSED,New Year's Day,uk_new_years_day,module:uk_new_years_day,,,CONFIRMED
2008-03-21,CLOSED,Good Friday,good_friday,module:uk_good_friday,,,CONFIRMED
2008-03-24,CLOSED,Easter Monday,easter_monday,module:uk_easter_monday,,,CONFIRMED
2008-05-05,CLOSED,Early May Bank Holiday,uk_early_may_bank_holiday,module:uk_early_may_bank_holiday,,,CONFIRMED
2008-05-26,CLOSED,Spring Bank Holiday,uk_spring_bank_holiday,module:uk_spring_bank_holiday,,,CONFIRMED
2008-08-25,CLOSED,Summer Bank Holiday,uk_summer_bank_holiday,module:uk_summer_bank_holiday,,,CONFIRMED
2008-12-24,EARLY_CLOSE,Christmas Eve (Early Close),gb_lse_christmas_eve_early_close,module:gb_lse_early_closes,,12:30,CONFIRMED
2008-12-25,CLOSED,Christmas Day,uk_christmas_day,module:uk_christmas_day,,,CONFIRMED
2008-12-26,CLOSED,Boxing Day,uk_boxing_day,module:uk_boxing_day,,,CONFIRMED
2008-12-31,EARLY_CLOSE,New Year's Eve (Early Close),gb_lse_new_years_eve_early_close,module:gb_lse_early_closes,,12:30,CONFIRMED
2009-01-01,CLOSED,New Year's Day,uk_new_years_day,module:uk_new_years_day,,,CONFIRMED
2009-04-10,CLOSED,Good Friday,good_friday,module:uk_good_friday,,,CONFIRMED
2009-04-13,CLOSED,Easter Monday,easter_monday,module:uk_easter_monday,,,CONFIRMED
2009-05-04,CLOSED,Early May Bank Holiday,uk_early_may_bank_holiday,module:uk_early_may_bank_holiday,,,CONFIRMED
2009-05-25,CLOSED,Spring Bank Holiday,uk_spring_bank_holiday,module:uk_spring_bank_holiday,,,CONFIRMED
2009-08-31,CLOSED,Summer Bank Holiday,uk_summer_bank_holiday,module:uk_summer_bank_holiday,,,CONFIRMED
2009-12-24,EARLY_CLOSE,Christmas Eve (Early Close),gb_lse_christmas_eve_early_close,module:gb_lse_early_closes,,12:30,CONFIRMED
2009-12-25,CLOSED,Christmas Day,uk_christmas_day,module:uk_christmas_day,,,CONFIRMED
2009-12-28,CLOSED,Boxing Day,uk_boxing_day,module:uk_boxing_day,2009-12-26,,CONFIRMED
2009-12-31,EARLY_CLOSE,New Year's Eve (Early Close),gb_lse_new_years_eve_early_close,module:gb_lse_early_closes,,12:30,CONFIRMED
2010-01-01,CLOSED,New Year's Day,uk_new_years_day,module:uk_new_years_day,,,CONFIRMED
2010-04-02,CLOSED,Good Friday,good_friday,module:uk_good_friday,,,CONFIRMED
2010-04-05,CLOSED,Easter Monday,easter_monday,module:uk_easter_monday,,,CONFIRMED
2010-05-03,CLOSED,Early May Bank Holiday,uk_early_may_bank_holiday,module:uk_early_may_bank_holiday,,,CONFIRMED
2010-05-31,CLOSED,Spring Bank Holiday,uk_spring_bank_holiday,module:uk_spring_bank_holiday,,,CONFIRMED
2010-08-30,CLOSED,Summer Bank Holiday,uk_summer_bank_holiday,module:uk_summer_bank_holiday,,,CONFIRMED
2010-12-24,EARLY_CLOSE,Christmas Eve (Early Close),gb_lse_christmas_eve_early_close,module:gb_lse_early_closes,,12:30,CONFIRMED
2010-12-27,CLOSED,Christmas Day,uk_christmas_day,module:uk_christmas_day,2010-12-25,,CONFIRMED
2010-12-28,CLOSED,Boxing Day,uk_boxing_day,module:uk_boxing_day,2010-12-26,,CONFIRMED
2010-12-31,EARLY_CLOSE,New Year's Eve (Early Close),gb_lse_new_years_eve_early_close,module:gb_lse_early_closes,,12:30,CONFIRMED
2011-01-03,CLOSED,New Year's Day,uk_new_years_day,module:uk_new_years_day,2011-01-01,,CONFIRMED
2011-04-22,CLOSED,Good Friday,good_friday,module:uk_good_friday,,,CONFIRMED
2011-04-25,CLOSED,Easter Monday,easter_monday,module:uk_easter_monday,,,CONFIRMED
2011-04-29,CLOSED,Royal Wedding Bank Holiday,uk_royal_wedding_2011,module:uk_one_off_bank_holidays,,,CONFIRMED
2011-05-02,CLOSED,Early May Bank Holiday,uk_early_may_bank_holiday,module:uk_early_may_bank_holiday,,,CONFIRMED
